quiz_title,quiz_moduleid,attempt_id,userid,attemptnum,attempt_state,timestart,timefinish,sumgrades,slot,questionid,variant,behaviour,maxmark,minfraction,maxfraction,questionsummary,rightanswer,responsesummary,final_state,final_fraction,n_steps,first_step_time,last_step_time
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,1,203072,1,informationitem,0.0000000,0.0000000,1.0000000,$@NULL@$,$@NULL@$,$@NULL@$,finished,$@NULL@$,3,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,2,203073,1,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ \sin \left( x \right) , \frac{\sin \left( \frac{\pi\,n}{6} \right)}{n^3} \right]}\)",Seed: 749976463; ans1: 1 [score]; ans2: abs(sin((%pi*n)/6))/(n^2*abs(n)) < 1/n^3 [score]; ans4: true [score]; ans5: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | ATLogic_True. | prt1-5-T | prt1-4-T,Seed: 749976463; ans1: 1 [score]; ans2: abs(sin(pi*n/6))/n^3<(1/n^3) [score]; ans4: true [score]; ans5: 1 [score]; prt1: # = 0.75 | prt1-1-T | prt1-2-F | ATLogic_True. | prt1-5-T | prt1-4-T,gradedpartial,0.7500000,4,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,3,203074,5,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({x\,e^ {- x }}\)","Seed: 1136859882; ans1: 1 [score]; ans2: integrate(x*%e^-x,x,1,inf) [score]; ans3: 2*%e^-1 [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-T","Seed: 1136859882; ans1: 1 [score]; ans2: int(x*e^-x,x,1,inf) [score]; ans3: 2*e^-1 [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-T",gradedright,1.0000000,4,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,4,203075,21,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,\({\frac{\frac{1+6}{1+3}}{\sqrt{x}}}\),"Seed: 1499311850; ans1: 1 [score]; ans2: integrate(7/(4*sqrt(x)),x,1,inf) [score]; ans3: inf [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-F | prt1-3-T | prt1-4-T","Seed: 1499311850; ans1: 1 [score]; ans2: int((7/(4*sqrt(x))),x,1,inf) [score]; ans3: inf [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-F | prt1-3-T | prt1-4-T",gradedright,1.0000000,5,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,5,203076,9,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ \frac{5}{{\left(1-x\right)}^3} , 8 \right]}\)",Seed: 317949590; ans1: 1 [score]; ans2: 1/5+(3*x)/5+(6*x^2)/5+2*x^3+3*x^4+(21*x^5)/5+(28*x^6)/5+(36*x^7)/5 [score]; ans3: abs(x) < 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T,Seed: 317949590; ans1: 1 [score]; ans2: 1/5 + 2*x/5 +3*x^2/5 +4*x^3/5 +x^4 +6*x^5/5 +7*x^6/5 +8*x^7/5 [score]; ans3: abs(x)<1 [score]; prt1: # = 0.25 | prt1-1-T | prt1-2-F,gradedpartial,0.2500000,4,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437379,20331,2,finished,1751128911,1751135008,80.00000,6,203077,38,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\frac{{\left(x+6\right)}^{n}}{\left(n+7\right)\,4^{n}}}\)",Seed: 671415288; ans1: 1 [score]; ans2: abs(a[n+1])/abs(a[n]) = (abs(n+7)*abs(x+6))/(4*abs(n+8)) [score]; ans4: abs(x+6)/4 [score]; ans5: 1 [score]; ans6: x > -10 and x < -2 [score]; ans7: 4 [score]; prt1: # = 1 | prt1-1-T | ATEquation_sides | prt1-2-T | prt1-5-T | prt1-4-T | prt1-6-T | prt1-7-T,Seed: 671415288; ans1: 1 [score]; ans2: abs(a[n+1])/abs(a[n]) = (abs(n+7)*abs(x+6))/(4*abs(n+8)) [score]; ans4: abs(x+6)/4 [score]; ans5: 1 [score]; ans6: x>-10 and x<-2 [score]; ans7: 4 [score]; prt1: # = 1 | prt1-1-T | ATEquation_sides | prt1-2-T | prt1-5-T | prt1-4-T | prt1-6-T | prt1-7-T,gradedright,1.0000000,4,1751128911,1751135008
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,1,203072,1,informationitem,0.0000000,0.0000000,1.0000000,$@NULL@$,$@NULL@$,$@NULL@$,finished,$@NULL@$,3,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,2,203073,34,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ \sin \left( x \right) , \frac{\sin \left( \frac{\pi\,n}{2} \right)}{n^3} \right]}\)",Seed: 375204268; ans1: 1 [score]; ans2: abs(sin((%pi*n)/2))/(n^2*abs(n)) < 1/n^3 [score]; ans4: true [score]; ans5: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | ATLogic_True. | prt1-5-T | prt1-4-T,Seed: 375204268; ans1: 1 [score]; ans2: sin(%pi*n/2)<1/n^3 [score]; ans5: 4 [score]; prt1: !,gaveup,$@NULL@$,3,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,3,203074,9,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({x\,e^ {- \frac{8\,x}{9} }}\)","Seed: 519083012; ans1: 1 [score]; ans2: integrate(x*%e^-((8*x)/9),x,1,inf) [score]; ans3: (153*%e^-1)/64 [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-T",Seed: 519083012; ans1: 1 [score]; ans4: 1 [score]; prt1: !,gaveup,$@NULL@$,6,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,4,203075,12,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,\({\frac{\frac{1+2}{1+4}}{\sqrt{x}}}\),"Seed: 1045002836; ans1: 1 [score]; ans2: integrate(3/(5*sqrt(x)),x,1,inf) [score]; ans3: inf [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-F | prt1-3-T | prt1-4-T",Seed: 1045002836; ans1: 5 [score]; ans4: 2 [score]; prt1: !,gaveup,$@NULL@$,4,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,5,203076,16,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ \frac{9}{{\left(1-x\right)}^2} , 8 \right]}\)",Seed: 1259966210; ans1: 1 [score]; ans2: 1/9+(2*x)/9+x^2/3+(4*x^3)/9+(5*x^4)/9+(2*x^5)/3+(7*x^6)/9+(8*x^7)/9 [score]; ans3: abs(x) < 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T,Seed: 1259966210; ans1: 3 [score]; prt1: !,gaveup,$@NULL@$,3,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437391,20349,2,finished,1751129476,1751131404,0.00000,6,203077,59,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\frac{{\left(x+2\right)}^{n}}{\left(n+3\right)\,4^{n}}}\)",Seed: 182663531; ans1: 1 [score]; ans2: abs(a[n+1])/abs(a[n]) = (abs(n+3)*abs(x+2))/(4*abs(n+4)) [score]; ans4: abs(x+2)/4 [score]; ans5: 1 [score]; ans6: x > -6 and x < 2 [score]; ans7: 4 [score]; prt1: # = 1 | prt1-1-T | ATEquation_sides | prt1-2-T | prt1-5-T | prt1-4-T | prt1-6-T | prt1-7-T,Seed: 182663531; ans1: 1 [score]; ans5: 1 [score]; prt1: !,gaveup,$@NULL@$,3,1751129476,1751131404
Tutorial 12A - Infinite Series and Power Series,17943,437392,19943,2,finished,1751129620,1751130882,67.00000,1,203072,1,informationitem,0.0000000,0.0000000,1.0000000,$@NULL@$,$@NULL@$,$@NULL@$,finished,$@NULL@$,3,1751129620,1751130882
Tutorial 12A - Infinite Series and Power Series,17943,437392,19943,2,finished,1751129620,1751130882,67.00000,2,203073,28,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({\left[ \sin \left( x \right) , \frac{\sin \left( \frac{\pi\,n}{5} \right)}{n^4} \right]}\)",Seed: 1210848258; ans1: 1 [score]; ans2: abs(sin((%pi*n)/5))/n^4 < 1/n^4 [score]; ans4: true [score]; ans5: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | ATLogic_True. | prt1-5-T | prt1-4-T,Seed: 1210848258; ans1: 1 [score]; ans2: abs(sin((%pi*n)/5))/n^4<=1/n^4 [score]; ans4: true [score]; ans5: 1 [score]; prt1: # = 0.75 | prt1-1-T | ATInequality_nonstrict. | prt1-2-F | ATLogic_True. | prt1-5-T | prt1-4-T,gradedpartial,0.7500000,3,1751129620,1751130882
Tutorial 12A - Infinite Series and Power Series,17943,437392,19943,2,finished,1751129620,1751130882,67.00000,3,203074,8,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,"\({x\,e^ {- \frac{8\,x}{3} }}\)","Seed: 764122916; ans1: 1 [score]; ans2: integrate(x*%e^-((8*x)/3),x,1,inf) [score]; ans3: (33*%e^-1)/64 [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-T","Seed: 764122916; ans1: 1 [score]; ans2: integrate(x*e^(-8*x/3),x, 1,inf) [score]; ans3: (15/64)*e^(-8/3) [score]; ans4: 1 [score]; prt1: # = 0.5 | prt1-1-T | prt1-2-T | prt1-3-F",gradedpartial,0.5000000,3,1751129620,1751130882
Tutorial 12A - Infinite Series and Power Series,17943,437392,19943,2,finished,1751129620,1751130882,67.00000,4,203075,8,dfexplicitvaildate,20.0000000,0.0000000,1.0000000,\({\frac{\frac{1+7}{1+8}}{\sqrt{x}}}\),"Seed: 1767925819; ans1: 1 [score]; ans2: integrate(8/(9*sqrt(x)),x,1,inf) [score]; ans3: inf [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-F | prt1-3-T | prt1-4-T","Seed: 1767925819; ans1: 1 [score]; ans2: int((8/9)*(1/sqrt(x)),x, 1,inf) [score]; ans3: inf [score]; ans4: 1 [score]; prt1: # = 1 | prt1-1-T | prt1-2-F | prt1-3-T | prt1-4-T",gradedright,1.0000000,4,1751129620,1751130882
