quiz_title,quiz_moduleid,userid,rawgrade,rawgrademax,finalgrade,timemodified
Quiz 0: Typing STACK Answers,13436,14125,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,15248,100.00000,100.00000,100.00000,1711483310
Quiz 0: Typing STACK Answers,13436,14142,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14140,100.00000,100.00000,100.00000,1713691639
Quiz 0: Typing STACK Answers,13436,14141,100.00000,100.00000,100.00000,1711585603
Quiz 0: Typing STACK Answers,13436,14203,100.00000,100.00000,100.00000,1711482076
Quiz 0: Typing STACK Answers,13436,14202,100.00000,100.00000,100.00000,1711395747
Quiz 0: Typing STACK Answers,13436,14277,100.00000,100.00000,100.00000,1711880299
Quiz 0: Typing STACK Answers,13436,14294,100.00000,100.00000,100.00000,1711560189
Quiz 0: Typing STACK Answers,13436,14295,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14258,100.00000,100.00000,100.00000,1712587763
Quiz 0: Typing STACK Answers,13436,14264,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14284,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14257,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14274,100.00000,100.00000,100.00000,1713423147
Quiz 0: Typing STACK Answers,13436,14263,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14762,100.00000,100.00000,100.00000,1712512073
Quiz 0: Typing STACK Answers,13436,14761,100.00000,100.00000,100.00000,1712294328
Quiz 0: Typing STACK Answers,13436,14751,100.00000,100.00000,100.00000,1711620352
Quiz 0: Typing STACK Answers,13436,14737,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14760,100.00000,100.00000,100.00000,1712432438
Quiz 0: Typing STACK Answers,13436,14825,100.00000,100.00000,100.00000,1711647661
Quiz 0: Typing STACK Answers,13436,14821,100.00000,100.00000,100.00000,1711802447
Quiz 0: Typing STACK Answers,13436,14809,100.00000,100.00000,100.00000,1711703216
Quiz 0: Typing STACK Answers,13436,14829,100.00000,100.00000,100.00000,1712314672
Quiz 0: Typing STACK Answers,13436,14883,100.00000,100.00000,100.00000,1712686567
Quiz 0: Typing STACK Answers,13436,14882,100.00000,100.00000,100.00000,1712929667
Quiz 0: Typing STACK Answers,13436,15272,100.00000,100.00000,100.00000,1711829026
Quiz 0: Typing STACK Answers,13436,14892,100.00000,100.00000,100.00000,1711889258
Quiz 0: Typing STACK Answers,13436,14901,100.00000,100.00000,100.00000,1713164832
Quiz 0: Typing STACK Answers,13436,14953,100.00000,100.00000,100.00000,1712118767
Quiz 0: Typing STACK Answers,13436,14970,100.00000,100.00000,100.00000,1713027120
Quiz 0: Typing STACK Answers,13436,15011,100.00000,100.00000,100.00000,1713158569
Quiz 0: Typing STACK Answers,13436,13986,100.00000,100.00000,100.00000,1711433082
Quiz 0: Typing STACK Answers,13436,14008,100.00000,100.00000,100.00000,1712058615
Quiz 0: Typing STACK Answers,13436,14012,100.00000,100.00000,100.00000,1711628455
Quiz 0: Typing STACK Answers,13436,14015,100.00000,100.00000,100.00000,1713255540
Quiz 0: Typing STACK Answers,13436,13981,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14073,100.00000,100.00000,100.00000,1712902692
Quiz 0: Typing STACK Answers,13436,14056,100.00000,100.00000,100.00000,1712439129
Quiz 0: Typing STACK Answers,13436,14061,100.00000,100.00000,100.00000,1714235784
Quiz 0: Typing STACK Answers,13436,14082,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14047,100.00000,100.00000,100.00000,1713094143
Quiz 0: Typing STACK Answers,13436,14081,100.00000,100.00000,100.00000,1713293447
Quiz 0: Typing STACK Answers,13436,14147,100.00000,100.00000,100.00000,1711636246
Quiz 0: Typing STACK Answers,13436,14148,100.00000,100.00000,100.00000,1713351398
Quiz 0: Typing STACK Answers,13436,14206,100.00000,100.00000,100.00000,1711432392
Quiz 0: Typing STACK Answers,13436,14188,100.00000,100.00000,100.00000,1711876857
Quiz 0: Typing STACK Answers,13436,14205,100.00000,100.00000,100.00000,1711995325
Quiz 0: Typing STACK Answers,13436,15273,100.00000,100.00000,100.00000,1712606240
Quiz 0: Typing STACK Answers,13436,14182,100.00000,100.00000,100.00000,1712324526
Quiz 0: Typing STACK Answers,13436,14187,100.00000,100.00000,100.00000,1712084069
Quiz 0: Typing STACK Answers,13436,14209,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14212,100.00000,100.00000,100.00000,1712212710
Quiz 0: Typing STACK Answers,13436,14261,100.00000,100.00000,100.00000,1711980050
Quiz 0: Typing STACK Answers,13436,14290,100.00000,100.00000,100.00000,1712659555
Quiz 0: Typing STACK Answers,13436,14260,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14275,100.00000,100.00000,100.00000,1711651948
Quiz 0: Typing STACK Answers,13436,14283,100.00000,100.00000,100.00000,1713159049
Quiz 0: Typing STACK Answers,13436,14286,100.00000,100.00000,100.00000,1713621895
Quiz 0: Typing STACK Answers,13436,14289,100.00000,100.00000,100.00000,1713602352
Quiz 0: Typing STACK Answers,13436,14299,100.00000,100.00000,100.00000,1712557605
Quiz 0: Typing STACK Answers,13436,14300,100.00000,100.00000,100.00000,1713545867
Quiz 0: Typing STACK Answers,13436,14302,100.00000,100.00000,100.00000,1712238168
Quiz 0: Typing STACK Answers,13436,14331,100.00000,100.00000,100.00000,1712401019
Quiz 0: Typing STACK Answers,13436,14338,100.00000,100.00000,100.00000,1713256097
Quiz 0: Typing STACK Answers,13436,14348,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14352,100.00000,100.00000,100.00000,1712146769
Quiz 0: Typing STACK Answers,13436,14353,100.00000,100.00000,100.00000,1712175252
Quiz 0: Typing STACK Answers,13436,14360,100.00000,100.00000,100.00000,1712564049
Quiz 0: Typing STACK Answers,13436,14366,100.00000,100.00000,100.00000,1713454958
Quiz 0: Typing STACK Answers,13436,14333,100.00000,100.00000,100.00000,1711802986
Quiz 0: Typing STACK Answers,13436,14358,100.00000,100.00000,100.00000,1711634751
Quiz 0: Typing STACK Answers,13436,14332,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14337,100.00000,100.00000,100.00000,1712654873
Quiz 0: Typing STACK Answers,13436,14346,100.00000,100.00000,100.00000,1711443046
Quiz 0: Typing STACK Answers,13436,14347,100.00000,100.00000,100.00000,1712427471
Quiz 0: Typing STACK Answers,13436,14768,100.00000,100.00000,100.00000,1711370529
Quiz 0: Typing STACK Answers,13436,14769,100.00000,100.00000,100.00000,1712508870
Quiz 0: Typing STACK Answers,13436,14770,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14835,100.00000,100.00000,100.00000,1711631037
Quiz 0: Typing STACK Answers,13436,14837,100.00000,100.00000,100.00000,1712389753
Quiz 0: Typing STACK Answers,13436,14838,100.00000,100.00000,100.00000,1711564383
Quiz 0: Typing STACK Answers,13436,14810,100.00000,100.00000,100.00000,1712564474
Quiz 0: Typing STACK Answers,13436,14811,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14826,100.00000,100.00000,100.00000,1713163873
Quiz 0: Typing STACK Answers,13436,14834,100.00000,100.00000,100.00000,1712085032
Quiz 0: Typing STACK Answers,13436,14817,100.00000,100.00000,100.00000,1711555602
Quiz 0: Typing STACK Answers,13436,14902,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14885,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14904,100.00000,100.00000,100.00000,1713433188
Quiz 0: Typing STACK Answers,13436,14950,100.00000,100.00000,100.00000,1711864159
Quiz 0: Typing STACK Answers,13436,14981,100.00000,100.00000,100.00000,1711553050
Quiz 0: Typing STACK Answers,13436,14983,100.00000,100.00000,100.00000,1711528840
Quiz 0: Typing STACK Answers,13436,14984,100.00000,100.00000,100.00000,1713266715
Quiz 0: Typing STACK Answers,13436,14955,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14980,100.00000,100.00000,100.00000,1712002571
Quiz 0: Typing STACK Answers,13436,14982,100.00000,100.00000,100.00000,1712036529
Quiz 0: Typing STACK Answers,13436,14949,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14952,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,15230,100.00000,100.00000,100.00000,1712864816
Quiz 0: Typing STACK Answers,13436,14971,100.00000,100.00000,100.00000,1773795028
Quiz 0: Typing STACK Answers,13436,15006,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,15007,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,15351,100.00000,100.00000,100.00000,1711806977
Quiz 0: Typing STACK Answers,13436,14019,100.00000,100.00000,100.00000,1711479605
Quiz 0: Typing STACK Answers,13436,14018,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14003,100.00000,100.00000,100.00000,1711623973
Quiz 0: Typing STACK Answers,13436,14007,100.00000,100.00000,100.00000,1713165060
Quiz 0: Typing STACK Answers,13436,14009,100.00000,100.00000,100.00000,1712227077
Quiz 0: Typing STACK Answers,13436,14013,100.00000,100.00000,100.00000,1711994279
Quiz 0: Typing STACK Answers,13436,14004,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,13992,100.00000,100.00000,100.00000,1713193004
Quiz 0: Typing STACK Answers,13436,14046,100.00000,100.00000,100.00000,1712565721
Quiz 0: Typing STACK Answers,13436,14058,100.00000,100.00000,100.00000,1712313319
Quiz 0: Typing STACK Answers,13436,14092,100.00000,100.00000,100.00000,1713202451
Quiz 0: Typing STACK Answers,13436,14075,100.00000,100.00000,100.00000,1711630391
Quiz 0: Typing STACK Answers,13436,14091,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14043,100.00000,100.00000,100.00000,1711698720
Quiz 0: Typing STACK Answers,13436,14045,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14070,100.00000,100.00000,100.00000,1712427815
Quiz 0: Typing STACK Answers,13436,14063,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14044,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14057,100.00000,100.00000,100.00000,1711963344
Quiz 0: Typing STACK Answers,13436,14154,100.00000,100.00000,100.00000,1711692017
Quiz 0: Typing STACK Answers,13436,14136,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14151,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14134,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14138,100.00000,100.00000,100.00000,1714906601
Quiz 0: Typing STACK Answers,13436,14143,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14123,100.00000,100.00000,100.00000,1712169801
Quiz 0: Typing STACK Answers,13436,14126,100.00000,100.00000,100.00000,1712522823
Quiz 0: Typing STACK Answers,13436,14132,100.00000,100.00000,100.00000,1711559805
Quiz 0: Typing STACK Answers,13436,14137,100.00000,100.00000,100.00000,1713707997
Quiz 0: Typing STACK Answers,13436,14152,100.00000,100.00000,100.00000,1711621014
Quiz 0: Typing STACK Answers,13436,14127,100.00000,100.00000,100.00000,1712269082
Quiz 0: Typing STACK Answers,13436,14129,100.00000,100.00000,100.00000,1711656681
Quiz 0: Typing STACK Answers,13436,14190,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14215,100.00000,100.00000,100.00000,1712323144
Quiz 0: Typing STACK Answers,13436,14213,100.00000,100.00000,100.00000,1712476317
Quiz 0: Typing STACK Answers,13436,14214,100.00000,100.00000,100.00000,1712849574
Quiz 0: Typing STACK Answers,13436,14223,100.00000,100.00000,100.00000,1712475162
Quiz 0: Typing STACK Answers,13436,14226,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14227,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14228,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14189,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14195,100.00000,100.00000,100.00000,1712999010
Quiz 0: Typing STACK Answers,13436,14222,100.00000,100.00000,100.00000,1712167414
Quiz 0: Typing STACK Answers,13436,14184,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14194,100.00000,100.00000,100.00000,1713158975
Quiz 0: Typing STACK Answers,13436,14221,100.00000,100.00000,100.00000,1713633255
Quiz 0: Typing STACK Answers,13436,14224,100.00000,100.00000,100.00000,1712655967
Quiz 0: Typing STACK Answers,13436,14225,100.00000,100.00000,100.00000,1712030143
Quiz 0: Typing STACK Answers,13436,14301,100.00000,100.00000,100.00000,1713711116
Quiz 0: Typing STACK Answers,13436,14303,100.00000,100.00000,100.00000,1712001823
Quiz 0: Typing STACK Answers,13436,14288,100.00000,100.00000,100.00000,1713118236
Quiz 0: Typing STACK Answers,13436,14293,100.00000,100.00000,100.00000,1712485929
Quiz 0: Typing STACK Answers,13436,14309,100.00000,100.00000,100.00000,1711611470
Quiz 0: Typing STACK Answers,13436,14310,100.00000,100.00000,100.00000,1713607231
Quiz 0: Typing STACK Answers,13436,14311,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14361,100.00000,100.00000,100.00000,1712519503
Quiz 0: Typing STACK Answers,13436,15281,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14356,100.00000,100.00000,100.00000,1712423108
Quiz 0: Typing STACK Answers,13436,14368,100.00000,100.00000,100.00000,1711607150
Quiz 0: Typing STACK Answers,13436,14369,100.00000,100.00000,100.00000,1711394612
Quiz 0: Typing STACK Answers,13436,14370,100.00000,100.00000,100.00000,1711433877
Quiz 0: Typing STACK Answers,13436,14395,100.00000,100.00000,100.00000,1712214072
Quiz 0: Typing STACK Answers,13436,14398,100.00000,100.00000,100.00000,1712524630
Quiz 0: Typing STACK Answers,13436,14421,100.00000,100.00000,100.00000,1712294732
Quiz 0: Typing STACK Answers,13436,14422,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14445,100.00000,100.00000,100.00000,1711867612
Quiz 0: Typing STACK Answers,13436,14446,100.00000,100.00000,100.00000,1711438967
Quiz 0: Typing STACK Answers,13436,14447,100.00000,100.00000,100.00000,1712481923
Quiz 0: Typing STACK Answers,13436,14449,100.00000,100.00000,100.00000,1712044691
Quiz 0: Typing STACK Answers,13436,14450,100.00000,100.00000,100.00000,1711992924
Quiz 0: Typing STACK Answers,13436,14397,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14417,100.00000,100.00000,100.00000,1712431424
Quiz 0: Typing STACK Answers,13436,14436,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14438,100.00000,100.00000,100.00000,1712825660
Quiz 0: Typing STACK Answers,13436,14439,100.00000,100.00000,100.00000,1712913467
Quiz 0: Typing STACK Answers,13436,14440,100.00000,100.00000,100.00000,1712479544
Quiz 0: Typing STACK Answers,13436,14410,100.00000,100.00000,100.00000,1712035140
Quiz 0: Typing STACK Answers,13436,14412,100.00000,100.00000,100.00000,1712557683
Quiz 0: Typing STACK Answers,13436,14420,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14425,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14426,100.00000,100.00000,100.00000,1711567724
Quiz 0: Typing STACK Answers,13436,14427,100.00000,100.00000,100.00000,1713398573
Quiz 0: Typing STACK Answers,13436,14428,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14429,100.00000,100.00000,100.00000,1712064087
Quiz 0: Typing STACK Answers,13436,14403,100.00000,100.00000,100.00000,1712861315
Quiz 0: Typing STACK Answers,13436,14409,100.00000,100.00000,100.00000,1712307542
Quiz 0: Typing STACK Answers,13436,14411,100.00000,100.00000,100.00000,1712041209
Quiz 0: Typing STACK Answers,13436,14416,100.00000,100.00000,100.00000,1712651268
Quiz 0: Typing STACK Answers,13436,14418,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14419,100.00000,100.00000,100.00000,1711479858
Quiz 0: Typing STACK Answers,13436,14396,100.00000,100.00000,100.00000,1712131767
Quiz 0: Typing STACK Answers,13436,14407,100.00000,100.00000,100.00000,1713036988
Quiz 0: Typing STACK Answers,13436,14408,100.00000,100.00000,100.00000,1711396534
Quiz 0: Typing STACK Answers,13436,14771,100.00000,100.00000,100.00000,1711559935
Quiz 0: Typing STACK Answers,13436,14754,100.00000,100.00000,100.00000,1711459455
Quiz 0: Typing STACK Answers,13436,14777,100.00000,100.00000,100.00000,1712042109
Quiz 0: Typing STACK Answers,13436,14775,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14776,100.00000,100.00000,100.00000,1713201550
Quiz 0: Typing STACK Answers,13436,14739,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14744,100.00000,100.00000,100.00000,1711515928
Quiz 0: Typing STACK Answers,13436,15270,100.00000,100.00000,100.00000,1712731131
Quiz 0: Typing STACK Answers,13436,14774,100.00000,100.00000,100.00000,1712120481
Quiz 0: Typing STACK Answers,13436,14844,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14806,100.00000,100.00000,100.00000,1713768117
Quiz 0: Typing STACK Answers,13436,14818,100.00000,100.00000,100.00000,1712218454
Quiz 0: Typing STACK Answers,13436,15282,100.00000,100.00000,100.00000,1711517242
Quiz 0: Typing STACK Answers,13436,14843,100.00000,100.00000,100.00000,1712903639
Quiz 0: Typing STACK Answers,13436,14914,100.00000,100.00000,100.00000,1711964270
Quiz 0: Typing STACK Answers,13436,14889,100.00000,100.00000,100.00000,1712055377
Quiz 0: Typing STACK Answers,13436,14906,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14888,100.00000,100.00000,100.00000,1712131041
Quiz 0: Typing STACK Answers,13436,14912,100.00000,100.00000,100.00000,1712521518
Quiz 0: Typing STACK Answers,13436,14887,100.00000,100.00000,100.00000,1712649109
Quiz 0: Typing STACK Answers,13436,14911,100.00000,100.00000,100.00000,1712555636
Quiz 0: Typing STACK Answers,13436,14908,100.00000,100.00000,100.00000,1711566873
Quiz 0: Typing STACK Answers,13436,14972,100.00000,100.00000,100.00000,1711562150
Quiz 0: Typing STACK Answers,13436,14989,100.00000,100.00000,100.00000,1711519637
Quiz 0: Typing STACK Answers,13436,14960,100.00000,100.00000,100.00000,1711461251
Quiz 0: Typing STACK Answers,13436,14969,100.00000,100.00000,100.00000,1712239121
Quiz 0: Typing STACK Answers,13436,14987,100.00000,100.00000,100.00000,1712041048
Quiz 0: Typing STACK Answers,13436,15012,100.00000,100.00000,100.00000,1712122160
Quiz 0: Typing STACK Answers,13436,14022,100.00000,100.00000,100.00000,1711551560
Quiz 0: Typing STACK Answers,13436,14021,100.00000,100.00000,100.00000,1713263467
Quiz 0: Typing STACK Answers,13436,14024,100.00000,100.00000,100.00000,1711470154
Quiz 0: Typing STACK Answers,13436,14014,100.00000,100.00000,100.00000,1712391811
Quiz 0: Typing STACK Answers,13436,14016,100.00000,100.00000,100.00000,1714206242
Quiz 0: Typing STACK Answers,13436,14010,100.00000,100.00000,100.00000,1712907764
Quiz 0: Typing STACK Answers,13436,13982,100.00000,100.00000,100.00000,1711742065
Quiz 0: Typing STACK Answers,13436,13991,100.00000,100.00000,100.00000,1713515744
Quiz 0: Typing STACK Answers,13436,14080,100.00000,100.00000,100.00000,1711644728
Quiz 0: Typing STACK Answers,13436,14099,100.00000,100.00000,100.00000,1711445453
Quiz 0: Typing STACK Answers,13436,14098,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14083,100.00000,100.00000,100.00000,1711492389
Quiz 0: Typing STACK Answers,13436,14084,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14076,100.00000,100.00000,100.00000,1712472618
Quiz 0: Typing STACK Answers,13436,14069,100.00000,100.00000,100.00000,1712169016
Quiz 0: Typing STACK Answers,13436,14096,100.00000,100.00000,100.00000,1713073145
Quiz 0: Typing STACK Answers,13436,14097,100.00000,100.00000,100.00000,1712638237
Quiz 0: Typing STACK Answers,13436,14095,100.00000,100.00000,100.00000,1712137213
Quiz 0: Typing STACK Answers,13436,14042,100.00000,100.00000,100.00000,1711728777
Quiz 0: Typing STACK Answers,13436,15283,100.00000,100.00000,100.00000,1744187944
Quiz 0: Typing STACK Answers,13436,14048,100.00000,100.00000,100.00000,1711469275
Quiz 0: Typing STACK Answers,13436,15592,100.00000,100.00000,100.00000,1713012027
Quiz 0: Typing STACK Answers,13436,14130,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14160,100.00000,100.00000,100.00000,1711534669
Quiz 0: Typing STACK Answers,13436,14153,100.00000,100.00000,100.00000,1712556836
Quiz 0: Typing STACK Answers,13436,14155,100.00000,100.00000,100.00000,1711459956
Quiz 0: Typing STACK Answers,13436,14157,100.00000,100.00000,100.00000,1712293538
Quiz 0: Typing STACK Answers,13436,14149,100.00000,100.00000,100.00000,1712993612
Quiz 0: Typing STACK Answers,13436,14158,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14133,100.00000,100.00000,100.00000,1711520348
Quiz 0: Typing STACK Answers,13436,14121,100.00000,100.00000,100.00000,1711806401
Quiz 0: Typing STACK Answers,13436,14197,100.00000,100.00000,100.00000,1712077934
Quiz 0: Typing STACK Answers,13436,14232,100.00000,100.00000,100.00000,1712205989
Quiz 0: Typing STACK Answers,13436,14240,100.00000,100.00000,100.00000,1711908217
Quiz 0: Typing STACK Answers,13436,14241,100.00000,100.00000,100.00000,1712031366
Quiz 0: Typing STACK Answers,13436,14196,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14207,100.00000,100.00000,100.00000,1712822054
Quiz 0: Typing STACK Answers,13436,14235,$@NULL@$,100.00000,$@NULL@$,$@NULL@$
Quiz 0: Typing STACK Answers,13436,14231,100.00000,100.00000,100.00000,1712570472
Quiz 0: Typing STACK Answers,13436,14234,100.00000,100.00000,100.00000,1711784471
Quiz 0: Typing STACK Answers,13436,14236,100.00000,100.00000,100.00000,1713011301
Quiz 0: Typing STACK Answers,13436,14238,100.00000,100.00000,100.00000,1711378854
Quiz 0: Typing STACK Answers,13436,14191,100.00000,100.00000,100.00000,1713259746
Quiz 0: Typing STACK Answers,13436,14233,100.00000,100.00000,100.00000,1712074567
